path,top_folder,category,trust_level,title,size_bytes,duplicate_suffix_copy
diagnostics/natural_layer_to_time_var_ww/full_age_group_vgg_evidence_cache_dryrun_20_29_80_89/full_age_group_evidence_coverage_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Full Age-group Evidence Coverage Summary,266,no
diagnostics/natural_layer_to_time_var_ww/full_age_group_vgg_evidence_cache_dryrun_20_29_80_89/full_extraction_benchmark_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Full Extraction Benchmark Summary,293,no
diagnostics/natural_layer_to_time_var_ww/full_age_group_vgg_evidence_cache_dryrun_20_29_80_89/full_run_readiness_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Full-run Readiness Summary,1214,no
diagnostics/natural_layer_to_time_var_ww/full_age_group_vgg_evidence_cache_dryrun_20_29_80_89/resume_integrity_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Resume Integrity Summary,56,no
diagnostics/natural_layer_to_time_var_ww/natural_layer_to_time_var_ww_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Natural Layer-to-Time Variational Wong-Wang Diagnostic,6143,no
diagnostics/natural_layer_to_time_var_ww/publication_figures/main_rt_acc_mechanism_figure_caption.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Figure 1,971,no
diagnostics/natural_layer_to_time_var_ww/publication_figures/main_rt_acc_mechanism_figure_style_notes.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Main Figure Style Notes,487,no
diagnostics/natural_layer_to_time_var_ww/readout_rt_pattern_next_step_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Readout Timing and RT Pattern Audit for Natural Layer-to-Time WW,6258,no
diagnostics/natural_layer_to_time_var_ww/report_ready_validation/report_ready_validation_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Report-ready Candidate Validation Summary,2654,no
diagnostics/natural_layer_to_time_var_ww/rt_pareto_refinement/rt_pareto_refinement_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,RT Pareto Refinement for Natural Layer-to-Time Wong-Wang Model,5764,no
diagnostics/natural_layer_to_time_var_ww/rt_shape_optimization/rt_shape_optimization_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,RT Shape Optimization for Natural Layer-to-Time Wong-Wang Model,4612,no
diagnostics/natural_layer_to_time_var_ww/single_subject_extreme_age_diagnostic/summaries/single_subject_evidence_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Single-subject Evidence Summary,208,no
diagnostics/natural_layer_to_time_var_ww/single_subject_extreme_age_diagnostic/summaries/subject_selection_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Subject Selection Summary,386,no
diagnostics/no_dmc_logit_evidence/no_dmc_logit_evidence_audit.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,No-DMC VGG Logit Evidence Audit,1736,no
diagnostics/refined_layerwise_dmc_next_step_report.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Refined Layer-wise DMC Next-step Report,4182,no
diagnostics/refined_layerwise_vs_dmc_same_subset/refined_vs_dmc_memo.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Refined Layer-wise vs Hand-crafted DMC Same-subset Comparison,1582,no
diagnostics/rt_t0_lock_memo.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,RT T0 Lock Memo,5109,no
diagnostics/rt_t0_scale/rt_t0_scale_diagnostic.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,RT T0 / Scale Diagnostic,1652,no
diagnostics/same_subset_layerwise_vs_dmc/same_subset_comparison_memo.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Same-subset Layer-wise vs DMC Comparison,1830,no
diagnostics/stage1_auxiliary_loss_implementation_plan.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Stage-1 Target/Flanker Auxiliary Loss Implementation Plan,3653,no
diagnostics/stage1_auxiliary_loss_proposal.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Stage-1 Flanker Auxiliary Loss Proposal,6908,no
diagnostics/stochastic_stopping_layerwise_gate/stochastic_stopping_memo.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Stochastic Stopping Layer-wise Gate,972,no
diagnostics/stochastic_stopping_pause_and_reactivation_plan.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Stochastic Stopping Pause and Reactivation Plan,1271,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125001/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW phase-gated stay/switch attention controller,581,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125001/baseline_recap.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Baseline recap,283,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125001/implementation_feasibility_check.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Implementation feasibility check,1634,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125001/phase_gated_attention_controller_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Method summary,519,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125001/summaries/final_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Final summary,583,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125231/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW phase-gated stay/switch attention controller,581,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125231/baseline_recap.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Baseline recap,283,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125231/implementation_feasibility_check.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Implementation feasibility check,1634,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125231/phase_gated_attention_controller_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Method summary,519,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125231/summaries/final_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Final summary,583,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125705/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW phase-gated stay/switch attention controller,581,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125705/baseline_recap.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Baseline recap,283,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125705/implementation_feasibility_check.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Implementation feasibility check,1634,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125705/phase_gated_attention_controller_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Method summary,519,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125705/summaries/final_chinese_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,中文总结,2507,no
diagnostics/ww_phase_gated_stay_switch_attention_20260611_125705/summaries/final_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Final summary,583,no
diagnostics/ww_phase_gated_stay_switch_attention_20260614_ww_phase_gated_refresh/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW phase-gated stay/switch attention controller,581,no
diagnostics/ww_phase_gated_stay_switch_attention_20260614_ww_phase_gated_refresh/baseline_recap.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Baseline recap,283,no
diagnostics/ww_phase_gated_stay_switch_attention_20260614_ww_phase_gated_refresh/implementation_feasibility_check.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Implementation feasibility check,1634,no
diagnostics/ww_phase_gated_stay_switch_attention_20260614_ww_phase_gated_refresh/phase_gated_attention_controller_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Method summary,519,no
diagnostics/ww_phase_gated_stay_switch_attention_20260614_ww_phase_gated_refresh/summaries/final_chinese_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,中文总结,2507,no
diagnostics/ww_phase_gated_stay_switch_attention_20260614_ww_phase_gated_refresh/summaries/final_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Final summary,583,no
diagnostics/ww_phase_gated_stay_switch_attention_test_stage1/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW phase-gated stay/switch attention controller,579,no
diagnostics/ww_phase_gated_stay_switch_attention_test_stage1/baseline_recap.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Baseline recap,283,no
diagnostics/ww_phase_gated_stay_switch_attention_test_stage1/implementation_feasibility_check.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Implementation feasibility check,1634,no
diagnostics/ww_phase_gated_stay_switch_attention_test_stage1/phase_gated_attention_controller_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Method summary,519,no
diagnostics/ww_phase_gated_stay_switch_attention_test_stage1/summaries/final_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Final summary,583,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_192744/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW response-level Bernoulli premature-lapse analysis,1384,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_192744/baseline_diagnostics.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,No-lapse baseline diagnostics,587,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_192744/model_comparison_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Model comparison summary,1927,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_192744/response_lapse_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Response-level Bernoulli premature-lapse model,834,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193314/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW response-level Bernoulli premature-lapse analysis,1384,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193314/baseline_diagnostics.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,No-lapse baseline diagnostics,587,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193314/model_comparison_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Model comparison summary,1925,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193314/response_lapse_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Response-level Bernoulli premature-lapse model,834,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193738/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW response-level Bernoulli premature-lapse analysis,1384,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193738/baseline_diagnostics.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,No-lapse baseline diagnostics,901,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193738/model_comparison_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Model comparison summary,2206,no
diagnostics/ww_response_level_bernoulli_lapse_20260609_193738/response_lapse_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Response-level Bernoulli premature-lapse model,834,no
diagnostics/ww_response_level_rhythmic_lapse_20260609_231104/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,WW response-level rhythmic Bernoulli lapse analysis,1027,no
diagnostics/ww_response_level_rhythmic_lapse_20260609_231104/baseline_and_fixed_hazard_recap.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Baseline and fixed-hazard recap,617,no
diagnostics/ww_response_level_rhythmic_lapse_20260609_231104/model_comparison_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Model comparison summary,713,no
diagnostics/ww_response_level_rhythmic_lapse_20260609_231104/rhythmic_lapse_method_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Rhythmic response-level lapse method,812,no
diagnostics/ww_response_level_rhythmic_lapse_minimal_pilot_20260610_093048/pilot_summary.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Minimal rhythmic lapse pilot summary,1794,no
diagnostics/ww_response_level_rhythmic_lapse_sanity_20260610_091354/README.md,diagnostics,exploratory_or_side_diagnostic,diagnostic_context,Rhythmic lapse sanity check,338,no
flanker_suppression_full_ww_validation/summaries/00_overall_summary.md,flanker_suppression_full_ww_validation,exploratory_or_side_diagnostic,diagnostic_context,Overall Summary,1016,no
flanker_suppression_full_ww_validation/summaries/01_fullWW_flanker_suppression_validation.md,flanker_suppression_full_ww_validation,exploratory_or_side_diagnostic,diagnostic_context,Full WW Flanker Suppression Validation,696,no
flanker_suppression_full_ww_validation/summaries/02_fullWW_mechanism_diagnostic.md,flanker_suppression_full_ww_validation,exploratory_or_side_diagnostic,diagnostic_context,Full WW Mechanism Diagnostic,364,no
flanker_suppression_full_ww_validation/summaries/03_flanker_suppression_plus_mild_readout.md,flanker_suppression_full_ww_validation,exploratory_or_side_diagnostic,diagnostic_context,Flanker Suppression Plus Mild Readout,268,no
flanker_suppression_full_ww_validation/summaries/04_fullWW_age_restricted_summary.md,flanker_suppression_full_ww_validation,exploratory_or_side_diagnostic,diagnostic_context,Full WW Age-Restricted Summary,234,no
flanker_suppression_full_ww_validation/summaries/05_best_model_interpretation.md,flanker_suppression_full_ww_validation,exploratory_or_side_diagnostic,diagnostic_context,Best Model Interpretation,537,no
flanker_suppression_full_ww_validation/summaries/06_failed_models_diagnostic.md,flanker_suppression_full_ww_validation,exploratory_or_side_diagnostic,diagnostic_context,Failed Models Diagnostic,133,no
model_aligned_20_29/aligned_20_29_model_summary.md,model_aligned_20_29,unclassified_reference,needs_reader_caution,Aligned 20-29 matched model summary,331,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/README_best_model_R5_combined_best.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,README: best_model_R5_combined_best,4100,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/figures_publication/faithful_ww_best_backbone_human_vs_model_caption.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,,563,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/figures_publication/figure_style_notes.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,Figure Style Notes,439,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/figures_publication/representative_extreme_age_diagnostic_caption.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,,321,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/model_selection_evidence/representative_extreme_age_diagnostic_summary.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,Representative Extreme-age Subset Diagnostic Summary,4961,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/model_selection_evidence/representative_fitting_summary.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,Representative Fitting Summary,564,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/summaries/current_model_training_architecture_testing_summary.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,当前模型流程总结：从训练数据到结果结论,9980,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/summaries/representative_extreme_age_diagnostic_summary.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,Representative Extreme-age Subset Diagnostic Summary,4961,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/best_model_R5_combined_best/summaries/representative_fitting_summary.md,natural_layer_to_time_var_ww,current_spine,authoritative_current,Representative Fitting Summary,564,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/cleanup_logs/current_5000_trial_selection_log.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current 5000-trial Selection Log,4130,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/cleanup_logs/model_selection_and_cleanup_log.md,natural_layer_to_time_var_ww,current_supporting,current_context,Model Selection and Cleanup Log,5651,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/cleanup_logs/outdated_files_relative_to_latest_best_model.md,natural_layer_to_time_var_ww,current_supporting,current_context,Outdated Files Relative to Latest Best Model,35188,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/cleanup_logs/post_cleanup_integrity_check.md,natural_layer_to_time_var_ww,current_supporting,current_context,Post-cleanup Integrity Check,3087,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/congruent_ww_dynamics_diagnostic/summaries/congruent_ww_dynamics_diagnostic_summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Congruent WW Dynamics Diagnostic Summary,2975,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/figures_publication_matched_best_model/current_best_extreme_age_diagnostic_caption.md,natural_layer_to_time_var_ww,current_supporting,current_context,,334,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/figures_publication_matched_best_model/current_best_figure_style_notes.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best Figure Style Notes,417,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/figures_publication_matched_best_model/current_best_model_pros_cons_summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best 模型优缺点说明,1616,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/selected_model/current_best_model_readme.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best model package,2495,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/summaries/current_best_advisor_report_text.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best advisor report text,4204,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/summaries/current_best_baseline_comparison_table.md,natural_layer_to_time_var_ww,current_supporting,current_context,,6517,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/summaries/current_best_figure_index.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best figure index,7388,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/summaries/current_best_human_signature_checklist.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best human-signature checklist,5564,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/summaries/current_best_input_inventory.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best one-round input inventory,4982,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/summaries/current_best_manuscript_wording.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best manuscript wording,2448,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_model_one_round_optimization/summaries/current_best_one_round_optimization_summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best one-round optimization summary,2884,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_rt_shape_audit_rescue/selected_rt_rescue_model/selected_rt_rescue_readme.md,natural_layer_to_time_var_ww,current_supporting,current_context,Selected RT rescue model,184,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_rt_shape_audit_rescue/summaries/current_best_rt_shape_audit_rescue_summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Current-best RT shape audit and rescue summary,726,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/current_best_rt_shape_audit_rescue/summaries/rt_shape_audit_input_inventory.md,natural_layer_to_time_var_ww,current_supporting,current_context,RT shape audit input inventory,1371,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/dual_source_conflict_test/20260719_full_v1/summaries/summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Flanker 双通道表征审计,746,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/dual_source_conflict_test/20260719_smoke_calibrated/summaries/summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Flanker 双通道表征审计,745,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/dual_source_conflict_test/20260719_smoke_v1/summaries/summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Flanker 双通道表征审计,643,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/dual_source_conflict_test/20260719_ww_full_v1/summaries/summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Flanker 双通道 Wong–Wang 比较,793,no
natural_layer_to_time_var_ww/representative_extreme_age_subset_5000/dual_source_conflict_test/20260719_ww_smoke_v1/summaries/summary.md,natural_layer_to_time_var_ww,current_supporting,current_context,Flanker 双通道 Wong–Wang 比较,792,no
